OPERATION_ID,MACHINE_ID,PRODUCT_ID,TARGET_UPH,CYCLETIME
System-6PAUA,System-4ARZHB02,System-D300RZWMA07,25,144
System-6PAUA,System-4ARZHB02,System-D300TC6LA02,25,144
System-6PAUB,System-4B999998,System-F101QQVLA09,28,128.57142857142858
System-6PAUB,System-4B999998,System-F101RAXAA04,28,128.57142857142858
System-6PAUB,System-4B999998,System-F101RAXLA04,28,128.57142857142858
System-6PAUB,System-4B999998,System-F101RD3AA01,28,128.57142857142858
System-6PAUB,System-4B999998,System-F101RD3AB01,28,128.57142857142858
System-6PAUB,System-4B999998,System-F101RD3LA03,28,128.57142857142858
System-6PAUB,System-4B999998,System-F101RD3LB01,28,128.57142857142858
System-6PAUB,System-4B999998,System-F101RD3MA01,28,128.57142857142858
System-6PAUB,System-4B999998,System-F101RK6AA01,28,128.57142857142858
System-6PAUB,System-4B999998,System-F101RK6AB01,28,128.57142857142858
System-6PAUB,System-4B999998,System-F101RK6AC01,28,128.57142857142858
System-6PAUB,System-4B999998,System-F101RK6AD01,28,128.57142857142858
System-6PAUB,System-4B999998,System-F101RK6LA03,28,128.57142857142858
System-6PAUB,System-4B999998,System-F101RK6LB01,28,128.57142857142858
System-6PAUB,System-4B999998,System-F101RK6LC01,28,128.57142857142858
System-6PAUB,System-4B999998,System-F101RK6LD01,28,128.57142857142858
System-6PAUB,System-4B999998,System-F101RK6LE01,28,128.57142857142858
System-6PAUB,System-4B999998,System-F101RK6LF01,28,128.57142857142858
System-6PARE,System-4AZZGH01,System-D251RZWLA04,59.99999999999999,60.00000000000001
System-6PARE,System-4AZZGH01,System-D251RZWLA05,59.99999999999999,60.00000000000001
System-6PARE,System-4AZZGH01,System-D251RZWLA06,59.99999999999999,60.00000000000001
System-6PARE,System-4AZZGH01,System-D251RZWPA05,59.99999999999999,60.00000000000001
System-6PARE,System-4BGQ0003,System-D251DC4LA01,59.99999999999999,60.00000000000001
System-6PARE,System-4BGQ0003,System-D251LYALA01,59.99999999999999,60.00000000000001
System-6PARE,System-4BGQ0003,System-D251RK6AA01,59.99999999999999,60.00000000000001
System-6PARE,System-4BGQ0003,System-D251RK6BA01,59.99999999999999,60.00000000000001
System-6PARE,System-4BGQ0003,System-D251RK6LA01,59.99999999999999,60.00000000000001
System-6PARE,System-4BGQ0003,System-D251RK6PA01,59.99999999999999,60.00000000000001
System-6PARH,System-4AEV0005,System-A152AZPBB01,50.4,71.42857142857143
System-6PARH,System-4AEV0005,System-A152AZPBD01,50.4,71.42857142857143
System-6PARH,System-4AEV0005,System-A152BBJAB01,50.4,71.42857142857143
System-6PARH,System-4AEV0005,System-A152BBJLB01,50.4,71.42857142857143
System-6PARH,System-4AEV0005,System-A152CCKAB01,50.4,71.42857142857143
System-6PARH,System-4AEV0005,System-A152CCKLB01,50.4,71.42857142857143
System-6PARH,System-4AEV0005,System-A152CCTAA01,50.4,71.42857142857143
System-6PARH,System-4AEV0005,System-A152GGNAB01,50.4,71.42857142857143
System-6PARH,System-4AEV0005,System-A152GGNGB01,50.4,71.42857142857143
System-6PARH,System-4AEV0005,System-A152GGSAA17,50.4,71.42857142857143
System-6PARH,System-4AEV0005,System-A152QAVAA04,50.4,71.42857142857143
System-6PARH,System-4AEV0005,System-A152QBVAB01,50.4,71.42857142857143
System-6PARH,System-4AEV0005,System-A152TF5AA01,50.4,71.42857142857143
System-6PARH,System-4AEV0005,System-A152TF5AB01,50.4,71.42857142857143
System-6PARH,System-4AEV0005,System-A152TF5AC01,50.4,71.42857142857143
System-6PARH,System-4AEV0005,System-A152TF5AD01,50.4,71.42857142857143
System-6PARH,System-4AEV0005,System-F150BF1BB02,50.4,71.42857142857143
System-6PARH,System-4AEV0005,System-F150BF1LA01,50.4,71.42857142857143
System-6PARH,System-4AEV0005,System-F150LP4TA01,50.4,71.42857142857143
System-6PARH,System-4AEV0005,System-F150LYALA01,50.4,71.42857142857143
System-6PARH,System-4AEV0005,System-F151LP4TA01,50.4,71.42857142857143
System-6PARH,System-4AEV0005,System-F151LYALA01,50.4,71.42857142857143
System-6PARH,System-4AEV0005,System-F151QQVLA04,50.4,71.42857142857143
System-6PARH,System-4AEV0005,System-F151SC8AA01,50.4,71.42857142857143
System-6PARH,System-4AEV0005,System-F152ACWLA04,50.4,71.42857142857143
System-6PARH,System-4AEV0005,System-F152AKYAA10,50.4,71.42857142857143
System-6PARH,System-4AEV0005,System-F152AZVBB01,50.4,71.42857142857143
System-6PARH,System-4AEV0005,System-F152AZVBC01,50.4,71.42857142857143
System-6PARH,System-4AEV0005,System-F152AZVBG01,50.4,71.42857142857143
System-6PARH,System-4AEV0005,System-F152AZWBE01,50.4,71.42857142857143
System-6PARH,System-4AEV0005,System-F152BBWAA05,50.4,71.42857142857143
System-6PARH,System-4AEV0005,System-F152BBWLA05,50.4,71.42857142857143
System-6PARH,System-4AEV0005,System-F152BF1BB01,50.4,71.42857142857143
System-6PARH,System-4AEV0005,System-F152DC4AA02,50.4,71.42857142857143
System-6PARH,System-4AEV0005,System-F152EA4AA02,50.4,71.42857142857143
System-6PARH,System-4AEV0005,System-F152EA4RA02,50.4,71.42857142857143
System-6PARH,System-4AEV0005,System-F152GGXAA05,50.4,71.42857142857143
System-6PARH,System-4AEV0005,System-F152HHXAB02,50.4,71.42857142857143
System-6PARH,System-4AEV0005,System-F152KBXAA04,50.4,71.42857142857143
System-6PARH,System-4AEV0005,System-F152KF2AA06,50.4,71.42857142857143
System-6PARA,System-4B999992,System-F150RD3BA03,42,85.71428571428571
System-6PARA,System-4B999992,System-F150RD3LA01,42,85.71428571428571
System-6PARA,System-4B999992,System-F150RK6AA01,42,85.71428571428571
System-6PARA,System-4B999992,System-F150RK6AC01,42,85.71428571428571
System-6PARA,System-4B999992,System-F150RK6BA01,42,85.71428571428571
System-6PARA,System-4B999992,System-F150RK6LA01,42,85.71428571428571
System-6PARA,System-4B999992,System-F150RK6LA02,42,85.71428571428571
System-6PARA,System-4B999992,System-F150RK6LC01,42,85.71428571428571
System-6PARA,System-4B999992,System-F150RK6LC02,42,85.71428571428571
System-6PARA,System-4B999992,System-F150RM7BA01,42,85.71428571428571
System-6PARA,System-4B999992,System-F150RM7LA01,42,85.71428571428571
System-6PARA,System-4B999992,System-F150RZWAA08,42,85.71428571428571
System-6PARA,System-4B999992,System-F150RZWAA09,42,85.71428571428571
System-6PARA,System-4B999992,System-F150RZWLA03,42,85.71428571428571
System-6PARA,System-4B999992,System-F150RZWLA05,42,85.71428571428571
System-6PARA,System-4B999992,System-F151RK6AA01,42,85.71428571428571
System-6PARA,System-4B999992,System-F151RK6LA01,42,85.71428571428571
System-6PARC,System-4AZZGZ03,System-A152CCTAA01,52.5,68.57142857142857
System-6PARC,System-4AZZGZ03,System-F140LP4AA01,72,50
System-6PARC,System-4AZZGZ03,System-F140RAXAA04,72,50
System-6PARC,System-4AZZGZ03,System-F140RZWLA01,72,50
System-6PARC,System-4AZZGZ03,System-F140RZWLA02,72,50
System-6PARC,System-4AZZGZ03,System-F140RZWLB01,72,50
System-6PARC,System-4AZZGZ03,System-F150BF1BB02,72,50
System-6PARC,System-4AZZGZ03,System-F150BF1LA01,72,50
System-6PARC,System-4AZZGZ03,System-F150LP4AA01,72,50
System-6PARC,System-4AZZGZ03,System-F150LP4AA02,72,50
System-6PARC,System-4AZZGZ03,System-F150LP4TA01,72,50
System-6PARC,System-4AZZGZ03,System-F150PA4LA01,72,50
System-6PARC,System-4AZZGZ03,System-F150RAXAA03,72,50
System-6PARC,System-4AZZGZ03,System-F150RAXLA02,72,50
System-6PARC,System-4AZZGZ03,System-F150RD3AA01,72,50
System-6PARC,System-4AZZGZ03,System-F150RD3BA03,72,50
System-6PARC,System-4AZZGZ03,System-F150RD3LA01,72,50
System-6PARC,System-4AZZGZ03,System-F150RK6AA01,72,50
System-6PARC,System-4AZZGZ03,System-F150RK6AC01,72,50
System-6PARC,System-4AZZGZ03,System-F150RK6BA01,72,50
System-6PARC,System-4AZZGZ03,System-F150RK6LA01,72,50
System-6PARC,System-4AZZGZ03,System-F150RK6LA02,72,50
System-6PARC,System-4AZZGZ03,System-F150RK6LC01,72,50
System-6PARC,System-4AZZGZ03,System-F150RM7BA01,72,50
System-6PARC,System-4AZZGZ03,System-F150RM7LA01,72,50
System-6PARC,System-4AZZGZ03,System-F150RM7TB01,72,50
System-6PARC,System-4AZZGZ03,System-F150RZWAA09,72,50
System-6PARC,System-4AZZGZ03,System-F150RZWLA03,72,50
System-6PARC,System-4AZZGZ03,System-F151DC4LA01,52.5,68.57142857142857
System-6PARC,System-4AZZGZ03,System-F151LQ9TS01,72,50
System-6PARC,System-4AZZGZ03,System-F151LYALA01,72,50
System-6PARC,System-4AZZGZ03,System-F151RD3BA02,72,50
System-6PARC,System-4AZZGZ03,System-F151RZWMA03,72,50
System-6PARC,System-4AZZGZ03,System-F152LYALA01,72,50
System-6PARC,System-4AZZGZ03,System-F152LYALA02,72,50
System-6PASD,System-4B999997,System-D250LQ9SA01,84,42.857142857142854
System-6PASD,System-4B999997,System-D250LQ9TA01,84,42.857142857142854
System-6PASD,System-4B999997,System-D250LYALA01,84,42.857142857142854
System-6PASD,System-4B999997,System-D250RM7LA01,84,42.857142857142854
System-6PASD,System-4B999997,System-D250RM7TA01,84,42.857142857142854
System-6PASD,System-4B999997,System-D250RZWAA03,84,42.857142857142854
System-6PASD,System-4B999997,System-D250RZWAA04,84,42.857142857142854
System-6PASD,System-4B999997,System-D250RZWAA05,84,42.857142857142854
System-6PASD,System-4B999997,System-D250RZWBA03,84,42.857142857142854
System-6PASD,System-4B999997,System-D250RZWBA04,84,42.857142857142854
System-6PASD,System-4B999997,System-D250RZWBA05,84,42.857142857142854
System-6PASD,System-4B999997,System-D250RZWLA01,84,42.857142857142854
System-6PASD,System-4B999997,System-D250RZWLA02,84,42.857142857142854
System-6PASD,System-4B999997,System-D250RZWLA03,84,42.857142857142854
System-6PASD,System-4B999997,System-D250RZWLA04,84,42.857142857142854
System-6PASD,System-4B999997,System-D250RZWLA05,84,42.857142857142854
System-6PASD,System-4B999997,System-D250RZWPA03,84,42.857142857142854
System-6PASD,System-4B999997,System-D251BFWAA05,84,42.857142857142854
System-6PASD,System-4B999997,System-D251LYALA01,84,42.857142857142854
System-6PASD,System-4B999997,System-D417LYAAA01,84,42.857142857142854
System-6PATA,System-4AZZIZ01,System-C301RD3MA01,64,56.25
System-6PATA,System-4AZZIZ01,System-C301RZWLA01,64,56.25
System-6PATA,System-4AZZIZ01,System-C302RD3MA02,64,56.25
System-6PATA,System-4AZZIZ01,System-C302RZWLA06,64,56.25
System-6PATA,System-4AZZIZ01,System-C302RZWMA05,64,56.25
System-6PATA,System-4AZZIZ01,System-C302RZWMB01,64,56.25
System-6PATA,System-4AZZIZ01,System-C322RD3SL01,64,56.25
System-6PATA,System-4AZZIZ01,System-C322RD3SV01,64,56.25
System-6PATA,System-4AZZIZ01,System-C322RZWLA04,64,56.25
System-6PATA,System-4AZZIZ01,System-C322RZWMA03,64,56.25
System-6PATA,System-4AZZIZ01,System-C322RZWMB01,64,56.25
System-6PATA,System-4AZZIZ01,System-D102RZWAA04,64,56.25
System-6PATA,System-4AZZIZ01,System-D102RZWLA04,64,56.25
System-6PATA,System-4AZZIZ01,System-D102RZWLB04,64,56.25
System-6PATA,System-4AZZIZ01,System-D102RZWMA04,64,56.25
System-6PATA,System-4AZZIZ01,System-D104RZWAA05,64,56.25
System-6PATA,System-4AZZIZ01,System-D104RZWBA05,64,56.25
System-6PATA,System-4AZZIZ01,System-D104RZWLA05,64,56.25
System-6PATA,System-4AZZIZ01,System-D104RZWMA04,64,56.25
System-6PATA,System-4AZZIZ01,System-D108RZWAA05,64,56.25
System-6PATA,System-4AZZIZ01,System-D108RZWLA06,64,56.25
System-6PATA,System-4AZZIZ01,System-D302RAXLA04,64,56.25
System-6PATA,System-4AZZIZ01,System-D304RAXLA03,64,56.25
System-6PATA,System-4AZZIZ01,System-D304RAXLA04,64,56.25
System-6PATA,System-4AZZIZ01,System-D811LQ9SA01,64,56.25
System-6PATA,System-4AZZIZ01,System-D811LQ9TA01,64,56.25
System-6PATA,System-4AZZIZ01,System-D901LQ9SA02,64,56.25
System-6PATA,System-4AZZIZ01,System-D901LQ9SB02,64,56.25
System-6PATA,System-4AZZIZ01,System-D901LQ9TA02,64,56.25
System-6PATA,System-4AZZIZ01,System-D911LQ9SA01,64,56.25
System-6PATA,System-4AZZIZ01,System-D911LQ9TA01,64,56.25
System-6PATA,System-4AZZIZ01,System-E104LQ9SA01,64,56.25
System-6PAWG,System-4AHP0005,System-SCP1RAXLA01,960,3.75
System-6PAWG,System-4AHP0005,System-SCP1RAXMA01,960,3.75
System-6PAWG,System-4AHP0005,System-SCP1RD3AA01,960,3.75
System-6PAWG,System-4AHP0005,System-SCP1RD3BA01,960,3.75
System-6PAWG,System-4AHP0005,System-SCP1RD3LA01,960,3.75
System-6PARC,System-4AZZGZ03,System-F153LPCSX01,52.5,68.57142857142857
System-6PARC,System-4AZZGZ03,System-F760AKYAA12,72,50
System-6PARC,System-4AZZGZ03,System-F760BF1AA04,72,50
System-6PARC,System-4AZZGZ03,System-F760LP4AA01,72,50
System-6PARC,System-4AZZGZ03,System-F760QQVBB04,72,50
System-6PARC,System-4AZZGZ06,System-F140DC4AA01,72,50
System-6PARC,System-4AZZGZ06,System-F140RM7AA01,72,50
System-6PARC,System-4AZZGZ06,System-F140RM7AB01,72,50
System-6PARC,System-4AZZGZ06,System-F200AKYAA12,72,50
System-6PARC,System-4AZZGZ06,System-F200BF1AA04,72,50
System-6PARC,System-4AZZGZ06,System-F200CA4AA04,72,50
System-6PARC,System-4AZZGZ06,System-F200LP4AA01,72,50
System-6PARC,System-4AZZGZ06,System-F200LQ9QA02,72,50
System-6PARC,System-4AZZGZ06,System-F200LQ9QA03,72,50
System-6PARC,System-4AZZGZ06,System-F200LQ9RA02,72,50
System-6PARC,System-4AZZGZ06,System-F200LQBQA01,72,50
System-6PARC,System-4AZZGZ06,System-F200LQCTA01,72,50
System-6PARC,System-4AZZGZ06,System-F200LYALA02,72,50
System-6PARC,System-4AZZGZ06,System-F200QQVBB05,72,50
System-6PARC,System-4AZZGZ06,System-F200RAXAA04,72,50
System-6PARC,System-4AZZGZ06,System-F200RM7AA01,72,50
System-6PARC,System-4AZZGZ06,System-F200RM7AA02,72,50
System-6PARC,System-4AZZGZ06,System-F200RM7AB01,72,50
System-6PARC,System-4AZZGZ06,System-F200RM7AB02,72,50
System-6PARC,System-4AZZGZ06,System-F200RZWLA11,72,50
System-6PARC,System-4AZZGZ06,System-F200RZWLA14,72,50
System-6PARC,System-4AZZGZ06,System-F200RZWLA15,72,50
System-6PARC,System-4AZZGZ06,System-F200RZWLA16,72,50
System-6PARC,System-4AZZGZ06,System-F200RZWLA17,72,50
System-6PARC,System-4AZZGZ06,System-F200RZWLB04,72,50
System-6PARC,System-4AZZGZ06,System-F200RZWLB07,72,50
System-6PARC,System-4AZZGZ06,System-F200RZWLB08,72,50
System-6PARC,System-4AZZGZ06,System-F200RZWLB09,72,50
System-6PARC,System-4AZZGZ06,System-F200RZWLB10,72,50
System-6PARC,System-4AZZGZ06,System-F200SP9AA01,72,50
System-6PARC,System-4AZZGZ06,System-F200SP9AB01,72,50
System-6PARE,System-4AHTAI04,System-D417LYAAA01,68.1081081081081,52.85714285714287
System-6PARE,System-4AHTAI04,System-D417RK6AA01,93.33333333333333,38.57142857142858
System-6PARE,System-4AZZGH01,System-D251BFWAA05,59.99999999999999,60.00000000000001
System-6PARE,System-4AZZGH01,System-D251LP4AA01,59.99999999999999,60.00000000000001
System-6PARE,System-4AZZGH01,System-D251LP4AA02,59.99999999999999,60.00000000000001
System-6PARE,System-4AZZGH01,System-D251LP4LA01,59.99999999999999,60.00000000000001
System-6PARE,System-4AZZGH01,System-D251LP4LA02,59.99999999999999,60.00000000000001
System-6PARE,System-4AZZGH01,System-D251RM7AA01,59.99999999999999,60.00000000000001
System-6PARE,System-4AZZGH01,System-D251RZWAA03,59.99999999999999,60.00000000000001
System-6PARE,System-4AZZGH01,System-D251RZWAA04,59.99999999999999,60.00000000000001
System-6PARE,System-4AZZGH01,System-D251RZWAA05,59.99999999999999,60.00000000000001
System-6PARE,System-4AZZGH01,System-D251RZWAA06,59.99999999999999,60.00000000000001
System-6PARE,System-4AZZGH01,System-D251RZWBA03,59.99999999999999,60.00000000000001
System-6PARE,System-4AZZGH01,System-D251RZWBA04,59.99999999999999,60.00000000000001
System-6PARE,System-4AZZGH01,System-D251RZWLA01,59.99999999999999,60.00000000000001
System-6PAWJ,System-4PEO001,System-LQA2TC6LA02,96,37.5
System-6PAWJ,System-4PEO001,System-LQA2YPBLA02,28.23529411764706,127.49999999999999
System-6PAWJ,System-4PEO001,System-LQA3TC6AA02,96,37.5
System-6PAWJ,System-4PEO001,System-LQA3TC6BA02,96,37.5
System-6PAWJ,System-4PEO001,System-LQA3TC6CA02,96,37.5
System-6PAWJ,System-4PEO001,System-LQB1TC6CA02,96,37.5
System-6PAWK,System-4AHP0017,System-DCN1TIBLA01,192,18.75
System-6PAWK,System-4AHP0017,System-DCN1TIBLB01,192,18.75
System-6PAWK,System-4AHP0017,System-DCNYPBLA02,192,18.75
System-6PAWK,System-4AHP0017,System-EDP1RD3BA01,192,18.75
System-6PAWK,System-4AHP0017,System-EVO1RD3LA01,192,18.75
System-6PAWK,System-4AHP0017,System-PSC1RD3BA01,192,18.75
System-6PAWJ,System-4PEO001,System-LQA2TC6BA02,96,37.5
System-6PAWJ,System-4PEO001,System-LQA2TC6CA02,96,37.5
System-6PAUK,System-4AT6HV04,System-F124LQ9PA01,45,80
System-6PAUK,System-4AT6HV04,System-F124LQ9PB01,45,80
System-6PAUK,System-4AT6HV04,System-F124LQ9QA01,45,80
System-6PAUK,System-4AT6HV04,System-F124LQ9QB01,45,80
System-6PAUK,System-4AT6HV04,System-F124LQ9QB02,45,80
System-6PAUK,System-4AT6HV04,System-F124LQ9RA01,45,80
System-6PAUK,System-4AT6HV04,System-F124LQ9RB01,45,80
System-6PAUK,System-4AT6HV04,System-F124LQ9SA07,45,80
System-6PAUK,System-4AT6HV04,System-F124LQ9SB06,45,80
System-6PAUK,System-4AT6HV04,System-F124LQ9TA07,45,80
System-6PAUK,System-4AT6HV04,System-F124LQ9UA07,45,80
System-6PAUK,System-4AT6HV04,System-F124LQ9UB06,45,80
System-6PAUK,System-4AT6HV04,System-F124LQ9YA07,45,80
System-6PAUK,System-4AT6HV04,System-F124LYAAA06,45,80
System-6PAUK,System-4AT6HV04,System-F124LYAAB06,45,80
System-6PAUK,System-4AT6HV04,System-F124LYAAC04,45,80
System-6PAUK,System-4AT6HV04,System-F124LYAAD06,45,80
System-6PAUK,System-4AT6HV04,System-F124LYAAE06,45,80
System-6PAUK,System-4AT6HV04,System-F124LYABA03,45,80
System-6PAUK,System-4AT6HV04,System-F124LYABB01,45,80
System-6PAUK,System-4AT6HV04,System-F124LYABC03,45,80
System-6PAUK,System-4AT6HV04,System-F124LYALA06,45,80
System-6PAUK,System-4AT6HV04,System-F124LYALB06,45,80
System-6PAUK,System-4AT6HV04,System-F124LYALC04,45,80
System-6PAUK,System-4AT6HV04,System-F124LYALD06,45,80
System-6PAUK,System-4AT6HV04,System-F124LYALE06,45,80
System-6PANC,System-4BGN0004,System-R202KUADA01,180,20
System-6PANC,System-4BGN0004,System-R202KUAEA01,180,20
System-6PANC,System-4BGN0004,System-R202LQ9RA01,270,13.333333333333334
System-6PANC,System-4BGN0004,System-R202LYACA01,192.8571428571429,18.666666666666664
System-6PANC,System-4BGN0004,System-R202LYADA01,245.45454545454544,14.666666666666668
System-6PANC,System-4BGN0004,System-R202LYANA01,168.75,21.333333333333332
System-6PANC,System-4BGN0004,System-R202LYAQA01,245.45454545454544,14.666666666666668
System-6PANC,System-4BGN0004,System-R202RAXCA02,225,16
System-6PANC,System-4BGN0004,System-R202RAXNA02,225,16
System-6PANC,System-4BGN0004,System-R202RF3CA02,270,13.333333333333334
System-6PANC,System-4BGN0004,System-R202RF5CA01,270,13.333333333333334
System-6PANC,System-4BGN0004,System-R202RF5DA01,270,13.333333333333334
System-6PANC,System-4BGN0004,System-R202RM7CA01,225,16
System-6PANC,System-4BGN0004,System-R202RM7DA01,225,16
System-6PANC,System-4BGN0004,System-R202RM7NA02,225,16
System-6PANC,System-4BGN0004,System-R202RM7QA02,225,16
System-6PANC,System-4BGN0004,System-R202RZWCA02,192.8571428571429,18.666666666666664
System-6PANC,System-4BGN0004,System-R202RZWFA01,192.8571428571429,18.666666666666664
System-6PANC,System-4BGN0004,System-R202RZWNA02,192.8571428571429,18.666666666666664
System-6PANC,System-4BGN0004,System-R202RZWPA02,192.8571428571429,18.666666666666664
System-6PANC,System-4BGN0004,System-R202YAYCA01,245.45454545454544,14.666666666666668
System-6PAMA,System-4PED0704,System-R202GRACA01,4.0344827586206895,892.3076923076924
System-6PAMA,System-4PED0704,System-R202RAXCA02,9.75,369.2307692307692
System-6PAMA,System-4PED0704,System-R202RAXNA02,9.75,369.2307692307692
System-6PAMA,System-4PED0704,System-R202YAYCA01,5.2,692.3076923076923
System-6PALA,System-8AWM0102,System-R703GRAAA01,1920,1.875
System-6PALA,System-8AWM0102,System-R703LYAAA01,1920,1.875
System-6PASA,System-4AZZIZ18,System-R501GT7AT08,20.16,178.57142857142858
System-6PASA,System-4AZZIZ18,System-R501RMBAT02,20.16,178.57142857142858
System-6PARI,System-4AZZIC22,System-R750MA5EA01,31.499999999999996,114.28571428571429
System-6PARI,System-4AZZIC22,System-R750MA5EA02,31.499999999999996,114.28571428571429
System-6PARI,System-4AZZIC22,System-R750MA5EA03,31.499999999999996,114.28571428571429
System-6PARI,System-4AZZIC22,System-R750TF6CA01,31.499999999999996,114.28571428571429
System-6PARI,System-4AZZIC22,System-R750TF6CA02,31.499999999999996,114.28571428571429
System-6PARI,System-4AZZIC22,System-R750TF9AA01,31.499999999999996,114.28571428571429
System-6PARI,System-4AZZIC22,System-R750TF9AA02,31.499999999999996,114.28571428571429
System-6PARI,System-4AZZIC22,System-R750TF9CA01,31.499999999999996,114.28571428571429
System-6PARI,System-4AZZIC22,System-R750TG6AA04,31.499999999999996,114.28571428571429
System-6PARI,System-4AZZIC22,System-R750TG6AA05,31.499999999999996,114.28571428571429
System-6PARI,System-4AZZIC22,System-R750TG6AA07,31.499999999999996,114.28571428571429
System-6PARI,System-4AZZIC22,System-R750TG6AA08,31.499999999999996,114.28571428571429
System-6PARI,System-4AZZIC22,System-R750TG6AA09,31.499999999999996,114.28571428571429
System-6PARI,System-4AZZIC22,System-R750TG6AA10,31.499999999999996,114.28571428571429
System-6PARI,System-4AZZIC22,System-R750TG6BA05,31.499999999999996,114.28571428571429
System-6PARI,System-4AZZIC22,System-R750TG6BA06,31.499999999999996,114.28571428571429
System-6PARI,System-4AZZIC22,System-R750TG6BA07,31.499999999999996,114.28571428571429
System-6PARI,System-4AZZIC22,System-R750TG6BA08,31.499999999999996,114.28571428571429
System-6PARI,System-4AZZIC22,System-R750TG6BA10,31.499999999999996,114.28571428571429
System-6PARI,System-4AZZIC22,System-R750TG8AA02,31.499999999999996,114.28571428571429
System-6PARI,System-4AZZIC22,System-R750TG8AA03,31.499999999999996,114.28571428571429
System-6PARI,System-4AZZIC22,System-R750TG9CA01,31.499999999999996,114.28571428571429
System-6PARI,System-4AZZIC22,System-R750TG9CA03,31.499999999999996,114.28571428571429
System-6PARI,System-4AZZIC22,System-R750TGAAA01,31.499999999999996,114.28571428571429
System-6PARI,System-4AZZIC22,System-R750TGAAA02,31.499999999999996,114.28571428571429
System-6PARI,System-4AZZIC22,System-R750TGAAA03,31.499999999999996,114.28571428571429
System-6PARI,System-4AZZIC22,System-R750TGAAB01,31.499999999999996,114.28571428571429
System-6PARI,System-4AZZIC22,System-R750TGAAB02,31.499999999999996,114.28571428571429
System-6PARI,System-4AZZIC22,System-R750TGAAB03,31.499999999999996,114.28571428571429
System-6PARI,System-4AZZIC22,System-R750TGABA01,31.499999999999996,114.28571428571429
System-6PARI,System-4AZZIC22,System-R750TGBBA01,31.499999999999996,114.28571428571429
System-6PARI,System-4AZZIC22,System-R750TGCAA01,31.499999999999996,114.28571428571429
System-6PARI,System-4AZZIC22,System-R750TGCAA02,31.499999999999996,114.28571428571429
System-6PARI,System-4AZZIC22,System-R750TGCAA03,31.499999999999996,114.28571428571429
System-6PATA,System-4AZZIZ01,System-R214RAXLA03,64,56.25
System-6PATA,System-4AZZIZ01,System-R214RZWAA02,64,56.25
System-6PATA,System-4AZZIZ01,System-R214RZWLA02,64,56.25
System-6PATA,System-4AZZIZ02,System-TA22LYATA01,68.57142857142857,52.5
System-6PATA,System-4AZZIZ02,System-TA22LYATB01,68.57142857142857,52.5
System-6PATA,System-4AZZIZ03,System-TA21LYATA01,48,75
System-6PATA,System-4AZZIZ03,System-TA21LYATA02,68.57142857142857,52.5
System-6PATA,System-4AZZIZ03,System-TA21LYATB01,68.57142857142857,52.5
System-6PATA,System-4AZZIZ03,System-TA21LYATC01,68.57142857142857,52.5
System-6PATA,System-4AZZIZ03,System-TA21LYATD01,68.57142857142857,52.5
System-6PASA,System-4AZZIZ18,System-R200RM7NA02,9.75,369.2307692307692
System-6PASA,System-4AZZIZ18,System-R200RM7QA02,9.75,369.2307692307692
System-6PARI,System-4AZZIC22,System-R750MA5CA06,31.499999999999996,114.28571428571429
System-6PARI,System-4AZZIC22,System-R750MA5CA09,31.499999999999996,114.28571428571429
System-6CAKA,System-4ACOM002,System-F510BBWBC01,84.70588235294117,42.5
System-6CAKA,System-4ACOM002,System-F510BBWBD01,84.70588235294117,42.5
System-6CAKA,System-4ACOM002,System-F510CD1AA01,84.70588235294117,42.5
System-6CAKA,System-4ACOM002,System-F510CD1AB01,84.70588235294117,42.5
System-6CAKA,System-4ACOM002,System-F510LYALA02,84.70588235294117,42.5
System-6CAKA,System-4ACOM002,System-F510LYALB03,84.70588235294117,42.5
System-6CAKA,System-4ACOM002,System-F510LYALC02,84.70588235294117,42.5
System-6CAKA,System-4ACOM002,System-F510MAXAA01,84.70588235294117,42.5
System-6CAKA,System-4ACOM002,System-F510MAXAB02,84.70588235294117,42.5
System-6CAKA,System-4ACOM002,System-F510RK6SA02,84.70588235294117,42.5
System-6CAKA,System-4ACOM002,System-F510RK6SB02,84.70588235294117,42.5
System-6CAKA,System-4ACOM006,System-A511HSVDA02,903.1358885017422,3.9861111111111107
System-6CAKA,System-4ACOM006,System-A519RZWLA07,100.34843205574913,35.875
System-6CAKA,System-4ACOM006,System-A520RZWLA09,100.34843205574913,35.875
System-6CAKA,System-4ACOM006,System-F510BBWBC01,100.34843205574913,35.875
System-6CAKA,System-4ACOM006,System-F510BBWBD01,100.34843205574913,35.875
System-6CAKA,System-4ACOM006,System-F510LYALA02,100.34843205574913,35.875
System-6CAKA,System-4ACOM006,System-F510LYALB03,100.34843205574913,35.875
System-6CAKA,System-4ACOM006,System-F510LYALC02,100.34843205574913,35.875
System-6CAKA,System-4ACOM006,System-F510MAXAA01,100.34843205574913,35.875
System-6CAKA,System-4ACOM006,System-F510MAXAB02,100.34843205574913,35.875
System-6CAKA,System-4ACOM006,System-F510RK6SA02,100.34843205574913,35.875
System-6CAKA,System-4ACOM006,System-F510RK6SB02,100.34843205574913,35.875
System-6CAKA,System-4ACOM006,System-F511BBWAB06,903.1358885017422,3.9861111111111107
System-6CAKA,System-4ACOM006,System-F511CAWAB06,903.1358885017422,3.9861111111111107
System-6CAKA,System-4ACOM006,System-F511LYALA01,903.1358885017422,3.9861111111111107
System-6CAKA,System-4ACOM006,System-F519HD3AA04,100.34843205574913,35.875
